Book,Chapter,Verse,Text
Psalms,47,6,"Pojte hvalnice Bogu, pojte hvalnice! Pojte hvalnice našemu kralju, pojte hvalnice! "
Psalms,47,7,Kajti Bog je Kralj vse zemlje; pojte hvalnice v mojstrskem psalmu in z razumevanjem. 
Psalms,47,8,Bog vlada nad narodi; Bog sedi na Svojem svetem prestolu. 
Psalms,47,9,"Princi in odličniki ljudstev so zbrani skupaj, [združeno] ljudstvo za Abrahamovega Boga, kajti ščiti zemlje pripadajo Bogu; On je visoko vzvišen. "
Psalms,48,1," VZVIŠEN JE Gospod in visoko naj bo hvaljen v mestu našega Boga! Njegova sveta gora, "
Psalms,48,2,"svetla in lepa v vzdigovanju, je radost vse zemlje – Gora Sion, [Davidovo Mesto], na severni strani [gora Moríja in svetišče], [celotno] mesto Velikega Kralja!  "
Psalms,48,3,"Bog je samega Sebe naredil poznanega v njenih palačah kot Zatočišče, (visoki stolp in utrdba). "
Psalms,48,4,"Kajti glej, kralji so se zbrali, prišli so naprej in skupaj preminuli. "
Psalms,48,5,"Pogledali so, bili so osupli; udarjeni so bili z grozo in se pognali v beg, [zgroženi in onemogočeni]. "
Psalms,48,6,Prevzelo jih je trepetanje in bolečina kakor pri ženi na porodu. 
Psalms,48,7,Z vzhodnim vetrom si Ti zdrobil taršíške ladje. 
Psalms,48,8,"Tako kot smo slišali, tako smo videli v mestu Gospoda nad bojevniki, v mestu našega Boga: Bog ga bo osnoval za vedno."
Psalms,48,9," Sela, [ustavi se in mirno razmisli o tem]! Mi smo premišljevali o Tvoji neomajni ljubezni, o Bog, v sredi Tvojega svetišča. "
Psalms,48,10,"Kakor je Tvoje ime, o Bog, taka je Tvoja hvala do koncev zemlje; Tvoja desnica je polna pravičnosti, (pravilnosti in pravice). "
Psalms,48,11,Naj bo gora Sion vesela! Naj se hčere judovske radostijo zaradi Tvojih [pravičnih] sodb! 
Psalms,48,12,"Hodite naokrog po Sionu in zaokrožite okrog nje, preštejte njene stolpe, (njena vzvišena in plemenita dejanja preteklih dni), "
Psalms,48,13,"dobro preudarite njene okope, pojdite skozi njene palače in trdnjave, da boste lahko povedali prihodnjemu rodu [in prenehajte se spominjati razočaranj]. "
Psalms,48,14,Kajti ta Bog je naš Bog za vedno in večno; On bo naš vodnik [celo] do smrti. 
Psalms,49,1," POSLUŠAJTE TO, vsa ljudstva; nastavite uho, vsi vi prebivalci sveta, "
Psalms,49,2,"oboji, nizki in visoki, bogati in revni skupaj: "
Psalms,49,3,moja usta bodo govorila modrost; in premišljevanje mojega srca bo razumevanje. 
Psalms,49,4,Jaz se bom podredil in pritrdil priliki ali pregovoru; na glasbo lire bom razvil svojo uganko (svoj problem). 
Psalms,49,5,"Zakaj bi se bal v dneh hudobije, ko me krivica tistih, ki bi me prevarali, obdaja na vsaki strani, "
Psalms,49,6,"celo od tistih, ki zaupajo in se zanašajo na svoje bogastvo in se bahajo iz obilice njihovega bogastva? "
Psalms,49,7,"Nobeden izmed njih ne more nikakor odkupiti [ali sebe ali] svojega brata, niti dati Bogu odkupnine zanj – "
Psalms,49,8,"kajti odkupnina za življenje je predraga in [cena, ki jo nekdo lahko plača] nikoli ne more zadoščati – "
Psalms,49,9,tako da bi lahko živel za vedno in nikoli ne bi videl jame (groba) in razpada. 
Psalms,49,10,"Kajti vidi, da celo modri ljudje umrejo; [samozavesten] bedak in nori enako izgineta in svoje imetje pustita drugim. "
Psalms,49,11,"Njihovo notranje mišljenje je, da se bodo njihove hiše nadaljevale za vedno in njihovi kraji bivanja za vse rodove; svojo zemljo imenujejo sebi lastno, [ločeno od Boga] in po svojih lastnih imenih. "
Psalms,49,12,"Toda človek, z vso svojo častjo in bliščem, ne ostane; je kakor živali, ki poginejo. "
Psalms,49,13,"To je usoda tistih, ki so bedasto prepričani in vendar po njih ljudje odobravajo njihove izreke."
Psalms,49,14," Sela, [ustavi se in mirno razmisli o tem]! Kakor ovce so določeni za Šeol, (kraj mrtvih); smrt bo njihov pastir. In iskreni bodo zjutraj gospodovali nad njimi; in njihova oblika in lepota bosta použiti, kajti Šeol bo njihovo bivališče. "
Psalms,49,15,"Toda Bog me bo odkupil od oblasti Šeola, (kraja mrtvih); kajti On me bo sprejel."
Psalms,49,16," Sela, [ustavi se in mirno razmisli o tem]! Ne boj se, kadar [brezbožnež] postane bogat, kadar se bogastvo in slava njegove hiše poveča; "
Psalms,49,17,"kajti kadar umre, ne bo ničesar odnesel; njegova slava se ne bo spustila za njim. "
Psalms,49,18,"Čeprav medtem, ko živi, samega sebe šteje za veselega in uspevajočega in čeprav človek dobi hvalo, ko mu gre dobro [zase], "
Psalms,49,19,"bo šel k rodu svojih očetov, ki nikoli več ne bodo videli svetlobe. "
Psalms,49,20,"Človek, ki ga imajo v časti in ne razume, je kakor živali, ki poginejo. "
Psalms,50,1," MOGOČEN Bog, Gospod, govori in kliče zemljo od sončnega vzhoda do njegovega zahoda. "
Psalms,50,2,"S Siona, popolnosti lepote, sije Bog. "
Psalms,50,3,Naš Bog prihaja in ne ostaja tiho; ogenj použiva pred Njim in okrog Njega divja mogočen orkan. 
Psalms,50,4,"Kliče k podaljšku nebes zgoraj in k zemlji, da bi On lahko sodil Svoje ljudstvo: "
Psalms,50,5,"""Zberite se skupaj k Meni, Moji sveti, [tisti, ki ste našli milost v Mojih očeh], tisti, ki ste z žrtvijo naredili zavezo z Menoj."" "
Psalms,50,6,"In podaljšek nebes razglaša Njegovo pravičnost, (pravilnost in pravico), kajti Bog, On je sodnik."
Psalms,50,7," Sela, [ustavi se in mirno razmisli o tem]! ""Poslušaj, o Moje ljudstvo in Jaz bom govoril; o Izrael, Jaz bom pričal za vas in proti vam: Jaz sem Bog, vaš Bog. "
Psalms,50,8,Ne karam vas zaradi vaših žrtev; vaše žgalne daritve so nenehno pred Menoj. 
Psalms,50,9,"Nobenega bika ne bom sprejel iz vaše hiše, niti kozla iz vaših ograd. "
Psalms,50,10,"Kajti vsaka žival gozda je Moja in govedo na tisočerih gričih ali na gorah, kjer so tisoči. "
Psalms,50,11,"Poznam in seznanjen sem z vsemi gorskimi pticami in divje živali polja so Moje in so z Menoj, v Mojem umu. "
Psalms,50,12,"Če bi bil lačen, Jaz ne bi rekel vam, kajti svet in njegova polnost sta Moji.  "
Psalms,50,13,Ali naj jem meso bikov ali pijem kri koz? 
Psalms,50,14,"Ponudite Bogu žrtev zahvaljevanja in izplačajte svoje zaobljube Najvišjemu, "
Psalms,50,15,"in sklicujte se Name v dnevu stiske; Jaz vas bom osvobodil, vi pa Me boste spoštovali in slavili."" "
Psalms,50,16,"Toda zlobnim pravi Bog: ""Kakšno pravico imate vi, da navajate Moje zakone ali vzamete Mojo zavezo ali zaobljubo na svoje ustnice, "
Psalms,50,17,"vidim, da sovražite poduk ter opomin in Moje besede mečete za seboj [jih zavračate]? "
Psalms,50,18,"Ko vidite tatu, se povežete z njim in ste postali soudeleženci z zakonolomci. "
Psalms,50,19,Svoja usta dajete hudobiji in vaš jezik snuje prevaro. 
Psalms,50,20,Sedite in govorite proti svojemu bratu; obrekujete sina vaše lastne matere. 
Psalms,50,21,"Te stvari ste storili, pa sem Jaz ohranil molk; vi ste mislili, da sem bil Jaz nekoč prav takšen kakor vi. Toda [sedaj] vas bom Jaz ukoril in pred vaše oči položil urejene [obtožbe]. "
Psalms,50,22,"Sedaj preudarite tole, vi, ki pozabljate Boga, drugače vas bom Jaz raztrgal na koščke in nikogar ne bo, ki bi osvobodil. "
Psalms,50,23,"Kdor prinese daritev hvale in zahvaljevanja, spoštuje in slavi Mene; in kdor pravilno uravnava svojo pot, [ki pripravlja pot, da se mu lahko pokažem], tistemu bom Jaz pokazal Božjo rešitev duše."" "
Psalms,51,1," IMEJ USMILJENJE nad menoj, o Bog, glede na Svojo neomajno ljubezen; glede na mnoštvo Svojega nežnega usmiljenja in ljubeče-skrbnosti izbriši moje prestopke. "
Psalms,51,2,Operi me temeljito [in vedno znova] od moje krivice ter krivde in očisti me in naredi me popolnoma očiščenega od mojega greha! 
Psalms,51,3,Kajti jaz se zavedam svojih prestopkov in jih priznavam; moj greh je vedno pred menoj. 
Psalms,51,4,"Proti Tebi, Tebi samemu, sem grešil in naredil to, kar je hudo v Tvojem pogledu, tako da si Ti opravičen v Svoji obsodbi in brezhiben v Svoji sodbi.  "
Psalms,51,5,"Poglej, rojen sem bil v [stanju] krivde; moja mati, ki me je spočela, je bila grešna [in tudi jaz sem grešen].  "
Psalms,51,6,"Poglej, Ti si želiš resnico v notranjem bitju; primoraj me torej, poznati modrost v mojem najnotranjejšem srcu. "
Psalms,51,7,Očisti me s hizopom in jaz bom [obredno] čist; operi me in jaz bom [v resnici] bolj bel kakor sneg. 
Psalms,51,8,"Primoraj me, da bom slišal radost in veselje in bil zadovoljen; naj se kosti, ki si jih Ti zlomil, radostijo. "
Psalms,51,9,Skrij Svoj obraz pred mojimi grehi in izbriši vso mojo krivdo in krivičnosti. 
Psalms,51,10,"Ustvari v meni čisto srce, o Bog in obnovi pravega, stanovitnega in neomajnega duha znotraj mene. "
Psalms,51,11,Ne zavrzi me izpred Svoje prisotnosti in Svojega Svetega Duha ne vzemi od mene. 
Psalms,51,12,Obnovi mi radost Tvoje rešitve duše in z voljnim duhom me podpiraj. 
Psalms,51,13,Potem bom prestopnike učil Tvojih poti in grešniki bodo spreobrnjeni in vrnjeni k Tebi. 
Psalms,51,14,"Osvobodi me pred krivdo za kri in smrtjo, o Bog, Bog rešitve moje duše in moj jezik bo glasno pel o Tvoji pravičnosti, (Tvoji pravilnosti in Tvoji pravici). "
Psalms,51,15,"O Gospod, odpri moje ustnice in moja usta bodo naznanila Tvojo hvalo. "
Psalms,51,16,"Kajti Ti se ne veseliš v žrtvovanju, drugače bi jo dal; v žgalni daritvi Ti ne najdeš nobenega zadovoljstva.  "
Psalms,51,17,"Moja žrtev, [žrtev, ki je sprejemljiva] Bogu, je zlomljen duh; zlomljeno in skesano srce, [zlomljeno z bolestjo zaradi greha in ponižno in temeljito spokorno], takšno, o Bog, Ti ne boš preziral. "
Psalms,51,18,Delaj dobro v Svoji dobri volji Sionu; pozidaj jeruzalemsko obzidje. 
Psalms,51,19,"Potem se boš Ti razveseljeval v žrtvah pravičnosti, pravice in pravilnosti z žgalnimi daritvami in celotnimi žgalnimi daritvami; potem bodo bikci ponujeni na Tvojem oltarju. "
Psalms,52,1," ZAKAJ SE bahaš z vragolijo storjeno proti ljubeči-skrbnosti Boga [in bogaboječega], o mogočen, [grešen] človek, dan za dnem? "
Psalms,52,2,"Tvoj jezik si izmišlja zlobnost; je kakor ostra britev, deluje prevarantsko. "
Psalms,52,3,"Bolj ljubiš hudobijo kakor dobro in rajši lažeš, kakor bi govoril pravičnost, pravico in pravilno."
Psalms,52,4," Sela, [ustavi se in mirno razmisli o tem]! Ti ljubiš vse uničujoče in použivajoče besede, o varljiv jezik. "
Psalms,52,5,Bog te bo prav tako polomil in uničil za vedno; On te bo zgrabil in izruval iz tvojega šotora in te izkoreninil iz dežele živih.
Psalms,52,6," Sela, [ustavi se in mirno razmisli o tem]! [Brezkompromisno] pravični bo [to] tudi videl in bo v častitljivem strahu in strahospoštovanju, toda glede tebe se bodo [porogljivo] smejali, govoreč: "
Psalms,52,7,"""Poglejte, to je človek, ki ni naredil Boga za svojo moč (svojo trdnjavo in visoki stolp), temveč je zaupal v |obilje svojega bogastva| in se prepričano zanašal na obilje svojega bogastva, iščoč zatočišče in varnost zase zaradi svoje zlobnosti."" "
Psalms,52,8,Toda jaz sem kakor zeleno oljčno drevo v Božji hiši; zaupam in se prepričano zanašam na ljubečo-skrbnost in Božje usmiljenje za vedno in večno. 
Psalms,52,9,"Zahvaljeval sem Ti bom in zaupal Vate za vedno, ker si Ti to storil, [me osvobodil in me obvaroval]. Čakal bom na |Tvoje ime|, upal v |Tvoje ime| in pričakoval v Tvojem imenu, kajti to je dobro v prisotnosti Tvojih svetih, (Tvojih prijaznih in hvalevrednih.) "
Psalms,53,1," [PRAZNOGLAVI] bedak je rekel v svojem srcu: ""Ni Boga."" Pokvarjeni so in hudobni in delajo gnusno krivičnost; nikogar ni, ki dela dobro. "
Psalms,53,2,"Bog je pogledal dol iz nebes na človeške otroke, da bi videl ali jih je bilo kaj, ki bi razumeli, ki bi iskali, (povpraševali po |Bogu| in obupno zahtevali) Boga. "
Psalms,53,3,"Vsak od njih se je poslabšal, [zdrsnil nazaj in odpadel]; vsi skupaj so postali umazani in pokvarjeni; nikogar ni, ki dela dobro, ne, niti enega.  "
Psalms,53,4,"Ali tisti, ki delajo hudobijo, nimajo spoznanja, (nobenega razumevanja)? Moje ljudi jedo kakor jedo kruh; ne kličejo k Bogu. "
Psalms,53,5,"Tam so, v grozi in strahu, kjer ni [in ni bilo] nobene groze in strahu! Kajti Bog je raztresel kosti tistega, ki tabori proti tebi; ti si jih osramotil, ker jih je Bog zavrnil. "
Psalms,53,6,"Oh, da bi rešitev duš in osvoboditev Izraela prišla s Siona! Ko Bog obnovi usode Svojih ljudi, potem se bo Jakob radostil in Izrael bo vesel. "
Psalms,54,1," REŠI ME, o Bog, po Svojem imenu; sodi in brani me po Svoji mogočni sili in oblasti. "
Psalms,54,2,"Usliši moje zagovarjanje in mojo molitev, o Bog; prisluhni besedam mojih ust. "
Psalms,54,3,Kajti tujci in predrzneži se vzdigujejo zoper mene in nasilneži in tisti neusmiljeni iščejo in zahtevajo moje življenje; Boga si ne postavljajo predse.
Psalms,54,4," Sela, [ustavi se in mirno razmisli o tem]! Poglejte, Bog je moj pomočnik in zaveznik; Gospod je moja podpora in je s tistimi, ki podpirajo moje življenje. "
Psalms,54,5,On bo mojim sovražnikom povrnil hudobijo; v Svoji zvestobi jim [Gospod] naredi konec. 
Psalms,54,6,"S prostovoljnim darovanjem Ti bom žrtvoval; zahvaljeval se bom in hvalil Tvoje ime, o Gospod, kajti to je dobro. "
Psalms,54,7,Kajti On me je osvodobil iz vsake težave in moje oko je [v zmagoslavju] gledalo na moje sovražnike. 
Psalms,55,1," POSLUŠAJ mojo molitev, o Bog in Sebe ne skrivaj pred mojo ponižno prošnjo! "
Psalms,55,2,Pazi name in mi odgovori; nemiren sem in zmeden v svoji pritožbi in moram ječati 
Psalms,55,3,[in zmeden sem] ob zvoku sovražnika zaradi tlačenja in groženj zlobnih; kajti naprtili bi mi stisko in v besu me preganjajo. 
Psalms,55,4,Moje srce v meni je mučno boleče in lotili so se me smrtni strahovi. 
Psalms,55,5,Strah in trepet sta prišla name; groza in strah sta me preplavila. 
Psalms,55,6,"Jaz pa pravim: ""Oh, da bi imel krila kakor golob! Odletel bi stran in bi počival. "
Psalms,55,7,"Da, odtaval bi daleč proč, nastanil bi se v divjini."
Psalms,55,8," Sela, [ustavi se in mirno razmisli o tem]! Podvizal bi se, da bi ušel in našel zavetje pred viharnim vetrom in orkanom."" "
Psalms,55,9,"Uniči [njihove načrte], o Gospod, zmedi njihove jezike, kajti videl sem nasilje in prepir v mestu. "
Psalms,55,10,Podnevi in ponoči pohajkujejo po njegovem zidovju; krivda in vragolija sta v njegovi sredi. 
Psalms,55,11,Nasilje in uničenje sta znotraj njega; prevara in zvijača ne zapustita njegovih ulic in trgov. 
Psalms,55,12,"Kajti ni sovražnik tisti, ki mi očita in me zasmehuje – potem bi to zmogel prenesti; niti ni nekdo, ki me je sovražil, ki bi se predrzno širokoustil proti meni – potem bi se lahko skril pred njim. "
Psalms,55,13,"Toda to si bil ti, človek meni enak, moj družabnik in moj poznani prijatelj. "
Psalms,55,14,Imela sva prijetno skupno druženje in skupaj sva hodila v Božjo hišo. 
Psalms,55,15,"Naj opustošenje in smrt nenadoma prideta nadnje; naj gredo živi dol v Šeol, (kraj mrtvih), kajti hudobije so v njihovih prebivališčih, v njihovih srcih in v njihovem najnotranjejšem delu. "
Psalms,55,16,"Kar se mene tiče, jaz bom klical k Bogu in Gospod me bo rešil. "
Psalms,55,17,Zvečer in zjutraj in opoldne bom izrekal svojo pritožbo in ječal in vzdihoval in On bo slišal moj glas. 
Psalms,55,18,"On je odkupil moje življenje v miru pred bitko, ki je bila proti meni [tako, da se mi ni nihče približal], kajti mnogi so bili, ki so se borili z menoj. "
Psalms,55,19,"Bog jih bo slišal in jih ponižal, celo On, ki ostaja od davno – sela, [ustavi se, in mirno razmisli o tem]! – zato, ker pri njih ni bilo nobene menjave [srca] in se ne bojijo, ne častijo in ne obožujejo Boga. "
Psalms,55,20,"[Moj družabnik] je iztegnil svoje roke proti tistim, ki so bili v miru z njim; on je prelomil in oskrunil svoj sporazum [prijateljstva in zvestobe]. "
Psalms,55,21,"Besede njegovih ust so bile bolj gladke kakor smetana ali maslo, toda v njegovem srcu je bila vojna; njegove besede so bile mehkejše od olja, vendar so bile izvlečeni meči. "
Psalms,55,22,"Vrzite svoje breme na Gospoda, [sprostite njegovo težo] in On vas bo vzdrževal; On ne bo nikoli dopustil, da bi bil [dosledno] pravičen omajan, (pripravljen k zdrsu, padcu ali neuspehu).  "
Psalms,55,23,"Toda Ti, o Bog, boš zlobneža pripeljal dol v jamo uničenja; krvoločneži in verolomni ne bodo preživeli niti polovice svojih dni. Toda jaz bom zaupal v |Tebe|, se naslanjal na |Tebe| in se prepričano zanašal Nate. "
Psalms,56,1," BODI MI usmiljen in milostljiv, o Bog, kajti človek bi me poteptal ali použil; skozi ves dan me nasprotnik zatira. "
Psalms,56,2,"Tisti, ki prežijo name, bi me požrli ali teptali skozi ves dan, kajti številni so, ki se borijo zoper mene, o Najvišji! "
Psalms,56,3,"Kadar sem v strahu, bom imel zaupanje |Vate| in svoje zaupanje in zanašanje bom položil Vate. "
Psalms,56,4,"S [pomočjo] Boga bom hvalil Njegovo besedo; na Boga se naslanjam, zanašam in prepričano polagam svoje zaupanje; ne bom se bal. Kaj mi lahko stori človek, ki je meso? "
Psalms,56,5,Skozi ves dan obračajo moje besede in mi delajo težave; vse njihove misli so proti meni za hudobijo in mojo bolečino. 
Psalms,56,6,"Zbirajo se skupaj, skrivajo se, pazijo na moje korake, celo kot bi [pričakujoče] čakali na moje življenje. "
Psalms,56,7,"Mislijo, da bodo ubežali s krivdo in ali bodo? V Svojem ogorčenju zruši ljudstva, o Bog. "
Psalms,56,8,Ti šteješ in zapisuješ moja pohajanja; moje solze daješ v Svojo steklenico – ali niso v Tvoji knjigi? 
Psalms,56,9,"Potem se bodo moji sovražniki obrnili nazaj na dan, ko kličem; to vem, kajti Bog je na moji strani.  "
Psalms,56,10,"V Boga, katerega besedo hvalim, v Gospoda, katerega besedo hvalim, "
Psalms,56,11,v Boga sem položil svoje zaupanje in prepričano zanašanje; ne bom se bal. Kaj mi more storiti človek? 
Psalms,56,12,"Tvoje zaobljube so nad menoj, o Bog; Tebi bom vračal hvalo in Tebi bom dajal daritve hvale. "
Psalms,56,13,"Kajti Ti si moje življenje osvobodil pred smrtjo, da in moja stopala pred padcem, da bi lahko hodil pred Bogom v luči življenja in živečih. "
Psalms,57,1," BODI MI usmiljen in milostljiv, o Bog, bodi mi usmiljen in milostljiv, kajti moja duša se zateka in najde zavetišče in zaupnost v Tebi, da, v senco Tvojih peruti se bom zatekel in prepričan bom, dokler nesreče in rušilna neurja ne minejo. "
Psalms,57,2,"Klical bom k Bogu Najvišjemu, ki deluje v mojo korist in me nagrajuje, [ki zame uresničuje Svoje namene in jih zagotovo izpolni]! "
Psalms,57,3,"On bo poslal iz nebes in me rešil pred obrekovanji in očitki tistega, ki bi me poteptal ali me požrl in On ga bo osramotil. Sela, [ustavi se, in mirno razmisli o tem]! Bog bo poslal Svoje usmiljenje in ljubečo-skrbnost in Svojo resnico in zvestobo. "
Psalms,57,4,"Moje življenje je med levi; ležati moram med tistimi, ki so v plamenih – človeškimi sinovi, katerih zobje so sulice in puščice, njihovi jeziki ostri meči. "
Psalms,57,5,"Bodi poveličevan, o Bog, nad podaljškom nebes! Naj bo Tvoja slava čez vso zemljo! "
Psalms,57,6,Nastavili so mrežo mojim korakom; celó moje življenje je bilo upognjeno. Izkopali so jamo na moji poti; sami so padli v njeno sredo.
Psalms,57,7," Sela, [ustavi se in mirno razmisli o tem]! Moje srce je nespremenljivo, o Bog, moje srce je trdno in prepričano! Pel bom in igral. "
Psalms,57,8,"Zbudi se, moja slava, (moj notranji jaz); zbudita se harfa in lira! Jaz se bom zbudil navsezgodaj, [zbudil bom zoro]! "
Psalms,57,9,"Hvalil Te bom in se zahvaljeval, o Gospod, med ljudstvi; med narodi Ti bom pel hvalnice. "
Psalms,57,10,"Kajti Tvoje usmiljenje in ljubeča-skrbnost sta veličastni, segata do podaljška nebes in Tvoja resnica in zvestoba do oblakov. "
Psalms,57,11,"Bodi poveličevan, o Bog, nad podaljškom nebes; naj bo Tvoja slava čez vso zemljo. "
Psalms,58,1," ALI VI zares v tišini govorite pravičnost, o vi mogočneži? [Ali je pravičnost, pravilnost in pravica, da bi vi govorili čisto bedasto?] Ali sodite pošteno in iskreno, o vi človeški sinovi? "
Psalms,58,2,"Ne, v vaših srcih si izmišljate zlobnost; v deželi razdeljujete nasilje svojih rok. "
Psalms,58,3,"Brezbožneži so sprijeni in odtujeni od maternice; skrenejo takoj, ko so rojeni, govoreč laži. "
Psalms,58,4,"Njihov strup je kakor strup kače; so kakor gluh modras ali rogata kača, ki si zatisne uho, "
Psalms,58,5,"ki ne posluša glasu krotilcev ali očarljivca, ki nikoli ne uroči tako zvijačno. "
Psalms,58,6,"Polomi jim zobe, o Bog, v njihovih ustih; izbij čekane mladih levov, o Gospod. "
Psalms,58,7,"Naj se razblinijo kakor voda, ki naglo teče; ko nameri svoje puščice, naj bodo kakor bi bile brez konic ali preklane. "
Psalms,58,8,"Naj bodo kakor polž, ki raztaplja slino ob tem, ko se pomika naprej ali kakor gnojna rana, ki upada, kakor [otrok, katerega] žena rodi predčasno, ki ni videl sonca. "
Psalms,58,9,"Preden vaše posode lahko občutijo trnje, [ki je postavljeno podnje za gorivo], jih bo On vzel stran, kakor z vrtinčastim vetrom, zelene in prav tako goreče. "
Psalms,58,10,"[Neupogljivo] pravični se bo radostil, ko vidi povračilo; svoja stopala bo namakal v krvi zlobnih. "
Psalms,58,11,"Ljudje bodo rekli: ""Zagotovo je nagrada za [brezkompromisno] pravičnega; zagotovo je Bog, ki sodi na zemlji."" "
Psalms,59,1," OSVOBODI ME pred mojimi sovražniki, o moj Bog; brani in varuj me pred tistimi, ki se vzdigujejo zoper mene. "
Psalms,59,2,"Osvobodi me pred |tistimi| in vzdigni me nad tiste, ki počnejo hudobijo in me reši pred krvoločneži. "
Psalms,59,3,"Kajti, poglej, prežijo za moje življenje; strastni in mogočni možje se skupaj povezujejo proti meni, ne zaradi mojega prestopka, niti zaradi kateregakoli mojega greha, o Gospod. "
Psalms,59,4,"Tečejo in se pripravljajo, čeprav v meni ni krivde; dvigni Se, [O Gospod], da se snideš z menoj in mi pomagaš in vidiš! "
Psalms,59,5,"Ti, o Gospod Bog nad bojevniki, Izraelov Bog, vzdigni se, da obiščeš vse narode; nikomur ne prizanašaj in ne bodi usmiljen z nikomer, ki izdajalsko načrtuje hudobijo."
Psalms,59,6," Sela, [ustavi se in mirno razmisli o tem]! Vračajo se zvečer, zavijajo in renčijo kakor psi in se [klatijo] po mestu. "
Psalms,59,7,"Poglej, s svojimi usti bljuvajo [žaljivke]; meči [sarkazma, posmeha, obrekovanja in laži] so na njihovih ustnicah, kajti mislijo: ""Kdo nas sliši?"" "
Psalms,59,8,"Toda Ti, o Gospod, se jim boš smejal [v preziru]; Ti boš vse narode imel v posmeh. "
Psalms,59,9,"O moja moč, jaz bom gledal in pazil Nate in pel hvalnice; kajti Bog je moja obramba, (moj varuh in visoki stolp). "
Psalms,59,10,"Moj Bog se bo v Svojem usmiljenju in neomajni ljubezni sešel z menoj; Bog me bo pustil gledati [zmagovito] na moje sovražnike, (tiste, ki prežijo name). "
Psalms,59,11,"Ne pokončaj jih, da ne bi moje ljudstvo pozabilo; razkropi jih s Svojo močjo in jih prisili, da bodo blodili sem ter tja in jih ponižaj, o Gospod naš ščit! "
Psalms,59,12,"Za greh njihovih ust in besede njihovih ustnic naj bodo celo ujeti in vzeti v njihovem ponosu in za preklinjanje in laganje, ki ga izrekajo. "
Psalms,59,13,"Použij jih v silovitem besu, použij jih tako, da jih ne bo več; in do koncev sveta naj spoznajo, da Bog vlada nad Jakobom (Izraelom)."
Psalms,59,14," Sela, [ustavi se in mirno razmisli o tem]! In zvečer naj se vrnejo; naj zavijajo in renčijo kakor psi in se gredo klatiti po mestu. "
Psalms,59,15,"Naj pohajajo gor in dol za hrano in se mudijo vso noč, če niso zadovoljeni, (niso dobili svoje izpolnjenosti). "
Psalms,59,16,"Toda jaz bom pel o Tvoji mogočni moči in oblasti; da, jaz bom na glas pel o Tvojem usmiljenju in ljubeči-skrbnosti zjutraj; kajti Ti si mi bil obramba, (trdnjava in visoki stolp) in zatočišče na dan moje stiske. "
Psalms,59,17,"K Tebi, o moja moč, bom pel hvalnice; kajti Bog je moja obramba, moja trdnjava in visoki stolp, Bog, ki mi izkazuje usmiljenje in neomajno ljubezen. "
Psalms,60,1," O BOG, Ti si nas zavrnil in nas zavrgel, zlomil [naše obrambe] in nas razkropil; Ti si bil jezen – o obnovi nas in Se zopet obrni k nam! "
Psalms,60,2,"Ti si storil, da je zemlja drgetala in trepetala, Ti si jo razklal, [odprl]; popravi njene vrzeli, kajti trese se in opoteka. "
Psalms,60,3,"Ti si storil, da je Tvoje ljudstvo trpelo težke stvari; Ti si nam dal piti vino, ki nas naredi opotekajoče in oslepljene. "
Psalms,60,4,"[Toda sedaj] si Ti postavil zastavo za tiste, ki se bojijo in Te obožujoče častijo, [h kateri lahko pobegnejo pred lokom], prapor prikazan zaradi resnice."
Psalms,60,5," Sela, [ustavi se in mirno razmisli o tem]! Da bi Tvoji ljubljeni lahko bili osvobojeni, reši s Svojo desnico in odgovori nam [ali meni]. "
Psalms,60,6,"Bog je govoril v Svoji svetosti, [v Svojih obljubah]: ""Jaz se bom radostil, Jaz bom delil in razdelil [deželo] Sihem in Sukótsko dolino [od zahoda do vzhoda]. "
Psalms,60,7,"Gileád je Moj in Manáse je Moj; Efrájim je prav tako Moja čelada, (obramba Moje glave); Juda je Moje žezlo in Moj zakonodajalec. "
Psalms,60,8,"Moáb je Moj umivalnik, [ponižan na najostudnejše hlapčevstvo]; na Edóm Jaz mečem Svoj čevelj v zmagoslavju; nad Filistejo Jaz vzdignem krik zmage."" "
Psalms,60,9,"Kdo bo mene, [Davida], privedel v močno mesto [Petra]? Kdo me bo vodil v Edóm? "
Psalms,60,10,"Ali nas nisi Ti zavrnil, o Bog? In ali ne boš Ti šel naprej, o Bog, z našimi vojskami? "
Psalms,60,11,"O daj nam pomoč proti sovražniku, kajti prazna, (neučinkovita in brez namena), je pomoč ali rešitev duše od človeka. "
Psalms,60,12,"Zaradi Boga bomo delali hrabro, kajti On je Ta, ki bo poteptal naše nasprotnike. "
Psalms,61,1," USLIŠI MOJ klic, o Bog; prisluhni moji molitvi. "
Psalms,61,2,"Iz konca zemlje bom klical k Tebi, ko je moje srce preplavljeno in medleče; vodi me do skale, ki je višja od mene, [da, skale, ki je previsoka zame]. "
Psalms,61,3,"Kajti Ti si mi bil zatočišče in pribežališče, čvrst stolp proti sovražniku. "
Psalms,61,4,V Tvojem svetišču bom prebival za vedno; naj najdem pribežališče in zaupanje v zatočišču Tvojih peruti.
Psalms,61,5," Sela, [ustavi se in mirno razmisli o tem]! Kajti Ti, o Bog, si slišal moje zaobljube; Ti si mi dal dediščino tistih, ki se bojijo, častijo in spoštujejo Tvoje ime. "
